Approved Symbol	Approved Name	Aliases	Entrez Gene ID (mapped data supplied by NCBI)	Ensembl ID (mapped data supplied by Ensembl)
RPS15AP19	ribosomal protein S15a pseudogene 19		646819	
DDX18P2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene 2		651053	
KCNG2	potassium voltage-gated channel, subfamily G, member 2	Kv6.2, KCNF2	26251	ENSG00000178342
MTRF1L	mitochondrial translational release factor 1-like		54516	ENSG00000112031
RPL36AP15	ribosomal protein L36a pseudogene 15		100271325	ENSG00000235369
MIR4253	microRNA 4253	hsa-mir-4253	100422914	
PIK3R2	phosphoinositide-3-kinase, regulatory subunit 2 (beta)	P85B, p85	5296	ENSG00000105647
TBX10	T-box 10	TBX13	347853	ENSG00000167800
BMS1P1	BMS1 pseudogene 1	bA556L1.3, OTTHUMG00000018098	728053	ENSG00000204177
SLC9A3P4	solute carrier family 9 (sodium/hydrogen exchanger), member 3 pseudogene 4		389963	ENSG00000237393
TRNAK31	transfer RNA lysine 31 (anticodon UUU)		100189390	
PER1	period homolog 1 (Drosophila)	RIGUI	5187	ENSG00000179094
PRKRIRP3	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) pseudogene 3		399774	ENSG00000227972
OR6L2P	olfactory receptor, family 6, subfamily L, member 2 pseudogene		81356	
SLCO1B3	solute carrier organic anion transporter family, member 1B3	OATP8, OATP1B3	28234	ENSG00000111700
SNORD62B	small nucleolar RNA, C/D box 62B	U62, U62B	692093	ENSG00000206861
UTRN	utrophin	DRP, DRP1	7402	ENSG00000152818
GTDC1	glycosyltransferase-like domain containing 1	FLJ11753	79712	ENSG00000121964
TNFRSF18	tumor necrosis factor receptor superfamily, member 18	AITR, GITR, CD357	8784	ENSG00000186891
PAK7	p21 protein (Cdc42/Rac)-activated kinase 7	KIAA1264, PAK5	57144	ENSG00000101349
HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2 (mitochondrial)		3158	ENSG00000134240
OR5T1	olfactory receptor, family 5, subfamily T, member 1		390155	ENSG00000181698
EEF1A1P41	eukaryotic translation elongation factor 1 alpha 1 pseudogene 41			ENSG00000223600
CYP2AB1P	cytochrome P450, family 2, subfamily AB, polypeptide 1, pseudogene		647265	ENSG00000233441
TTC7B	tetratricopeptide repeat domain 7B		145567	ENSG00000165914
KRTAP9-3	keratin associated protein 9-3	KAP9.3	83900	ENSG00000204873
DUXAP1	double homeobox A pseudogene 1		503630	ENSG00000259056
POU2F3	POU class 2 homeobox 3	OCT11, PLA-1, Skn-1a, Epoc-1	25833	ENSG00000137709
ZMYM5-AS1	ZMYM5 antisense RNA 1 (non-protein coding)			ENSG00000223576
OR6C73P	olfactory receptor, family 6, subfamily C, member 73 pseudogene		403289	ENSG00000257414
ANKRD27	ankyrin repeat domain 27 (VPS9 domain)	FLJ00040, DKFZp434L0718, VARP	84079	ENSG00000105186
DFNB87	deafness, autosomal recessive 87			
LGALS14	lectin, galactoside-binding, soluble, 14	PPL13, CLC2	56891	ENSG00000006659
RPL7AP10	ribosomal protein L7a pseudogene 10		161406	
SDU	skeletal dysplasia (unspecified)		6393	
RABEP2	rabaptin, RAB GTPase binding effector protein 2	FRA, FLJ23282	79874	ENSG00000177548
ZNF24	zinc finger protein 24	KOX17, ZSCAN3, Zfp191	7572	ENSG00000172466
TRNAV36P	transfer RNA valine 36 (anticodon CAC) pseudogene		100189500	
RPL37P18	ribosomal protein L37 pseudogene 18		100271342	
TMEM19	transmembrane protein 19	FLJ10936	55266	ENSG00000139291
OR52Y1P	olfactory receptor, family 52, subfamily Y, member 1 pseudogene		81240	ENSG00000231070
CHEK2P4	checkpoint kinase 2 pseudogene 4			
ADA	adenosine deaminase		100	ENSG00000196839
RPL28P5	ribosomal protein L28 pseudogene 5		729279	
UBR5	ubiquitin protein ligase E3 component n-recognin 5	DD5, HYD, EDD, KIAA0896	51366	ENSG00000104517
RPL26P7	ribosomal protein L26 pseudogene 7		100270883	
CA5B-AS1	CA5B antisense RNA 1 (non-protein coding)			
MTND5P25	MT-ND5 pseudogene 25			ENSG00000227348
MFHAS1	malignant fibrous histiocytoma amplified sequence 1	MASL1, LRRC65	9258	ENSG00000147324
LRP4	low density lipoprotein receptor-related protein 4	MEGF7	4038	ENSG00000134569
MTND4P1	MT-ND4 pseudogene 1			ENSG00000228597
RPL7AP52	ribosomal protein L7a pseudogene 52		100271534	
MCF2	MCF.2 cell line derived transforming sequence	DBL, ARHGEF21	4168	ENSG00000101977
FEM1AP4	fem-1 homolog a (C. elegans) pseudogene 4		729524	ENSG00000235876
IDSP1	iduronate 2-sulfatase pseudogene 1	IDS2	3424	ENSG00000176289
CITED1	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 1		4435	ENSG00000125931
UBE2D3P4	ubiquitin-conjugating enzyme E2D 3 pseudogene 4		100131800	ENSG00000224188
THEMIS	thymocyte selection associated	bA325O24.4, FLJ40584, bA325O24.3	387357	ENSG00000172673
MTND6P16	MT-ND6 pseudogene 16			ENSG00000249893
CLGN	calmegin		1047	ENSG00000153132
MIR4520B	microRNA 4520b	hsa-mir-4520b	100616466	
MIR4273	microRNA 4273	hsa-mir-4273	100422955	
OR5B12	olfactory receptor, family 5, subfamily B, member 12	OST743	390191	ENSG00000172362
MAGOH3P	mago-nashi homolog 2, proliferation-associated (Drosophila), pseudogene	MAGOHP1	90352	
FIZ1	FLT3-interacting zinc finger 1	FLJ14768, ZNF798	84922	ENSG00000179943
SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	NHERF, EBP50	9368	ENSG00000109062
USP9YP14	ubiquitin specific peptidase 9, Y-linked pseudogene 14			ENSG00000227494
KIR2DL1	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 1	cl-42, nkat1, 47.11, p58.1, CD158A	3802	ENSG00000125498
RPL17P35	ribosomal protein L17 pseudogene 35		100271284	
RNU6-72	RNA, U6 small nuclear 72			
CST3	cystatin C		1471	ENSG00000101439
APOBR	apolipoprotein B receptor	APOB48R, APOB100R	55911	ENSG00000184730
RPLP0P1	ribosomal protein, large, P0 pseudogene 1	dJ777L9.2	128745	ENSG00000226229
GRPEL1	GrpE-like 1, mitochondrial (E. coli)	HMGE, FLJ25609	80273	ENSG00000109519
AP1B1P1	adaptor-related protein complex 1, beta 1 subunit pseudogene 1	dJ127L4.2	23782	ENSG00000234479
IGHD2-21	immunoglobulin heavy diversity 2-21	IGHD221	28502	ENSG00000211912
PAH	phenylalanine hydroxylase	PH	5053	ENSG00000171759
HLA-A	major histocompatibility complex, class I, A		3105	
TRNAC29	transfer RNA cysteine 29 (anticodon GCA)		100189414	
FRG2C	FSHD region gene 2 family, member C		100288801	ENSG00000172969
GLC1K	glaucoma 1, open angle, K (juvenile-onset)	JOAG3	574077	
ZNF324B	zinc finger protein 324B	FLJ45850	388569	ENSG00000249471
NPPC	natriuretic peptide C	CNP	4880	ENSG00000163273
NANOS2	nanos homolog 2 (Drosophila)	NOS2	339345	ENSG00000188425
SYNGR4	synaptogyrin 4		23546	ENSG00000105467
TRNAC12	transfer RNA cysteine 12 (anticodon GCA)		100189155	
RPL21P91	ribosomal protein L21 pseudogene 91		100271424	
IFNWP19	interferon, omega 1 pseudogene 19		3474	ENSG00000238271
S100A6	S100 calcium binding protein A6	2A9, PRA, CABP	6277	ENSG00000197956
PRKCH	protein kinase C, eta	PKC-L, PKCL	5583	ENSG00000027075
VKORC1	vitamin K epoxide reductase complex, subunit 1		79001	ENSG00000167397
MAFD2	major affective disorder 2		4096	
PCDHGB6	protocadherin gamma subfamily B, 6	PCDH-GAMMA-B6	56100	ENSG00000253305
ATP5F1P5	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 5		100128516	ENSG00000254944
PSMC1	proteasome (prosome, macropain) 26S subunit, ATPase, 1	S4, p56	5700	ENSG00000100764
RNF8	ring finger protein 8	KIAA0646	9025	ENSG00000112130
HTR7P1	5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1		93164	
DAPK2	death-associated protein kinase 2	DRP-1, MGC119312	23604	ENSG00000035664
WDR5B	WD repeat domain 5B	FLJ11287	54554	ENSG00000196981
RPS11P4	ribosomal protein S11 pseudogene 4		100271052	
SRY	sex determining region Y	TDF	6736	ENSG00000184895
BANF1	barrier to autointegration factor 1	BAF	8815	ENSG00000175334
OPA1-AS1	OPA1 antisense RNA 1 (non-protein coding)			ENSG00000224855
RPS12P3	ribosomal protein S12 pseudogene 3		344423	
SIM2	single-minded homolog 2 (Drosophila)	MGC119447, bHLHe15	6493	ENSG00000159263
RPL27P2	ribosomal protein L27 pseudogene 2		646446	
ANKRD43	ankyrin repeat domain 43		134548	ENSG00000198944
GJA4	gap junction protein, alpha 4, 37kDa	CX37	2701	ENSG00000187513
TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene)	TRBV62, TCRBV13S2A1T, TCRBV6S2	28605	
RPL21P94	ribosomal protein L21 pseudogene 94		100271425	
RPL15P20	ribosomal protein L15 pseudogene 20		646672	
OGFR	opioid growth factor receptor	7-60	11054	ENSG00000060491
ZNF124	zinc finger protein 124	HZF16, HZF-16	7678	ENSG00000196418
FBXW9	F-box and WD repeat domain containing 9	MGC10870, Fbw9	84261	ENSG00000132004
MTTER	mitochondrially encoded transcription terminator			
TMEM30C	transmembrane protein 30C	CDC50C	644444	ENSG00000235156
BPIFB5P	BPI fold containing family B, member 5, pseudogene		100505383	ENSG00000233146
ATP6V1G1	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	ATP6GL, Vma10, ATP6G, DKFZp547P234	9550	ENSG00000136888
TPRA1	transmembrane protein, adipocyte asscociated 1	TPRA40, FLJ32197, TMEM227	131601	ENSG00000163870
TRNAQ38P	transfer RNA glutamine 38 (anticodon CUG) pseudogene		100189461	
TBX2	T-box 2		6909	ENSG00000121068
USP17L8	ubiquitin specific peptidase 17-like 8		392188	ENSG00000237038
SEMA6D	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	KIAA1479, FLJ11598	80031	ENSG00000137872
PPP1R16A	protein phosphatase 1, regulatory subunit 16A	MGC14333, MYPT3	84988	ENSG00000160972
TBL1X	transducin (beta)-like 1X-linked	EBI	6907	ENSG00000101849
ZBTB46	zinc finger and BTB domain containing 46	FLJ13502, RINZF, dJ583P15.7, dJ583P15.8	140685	ENSG00000130584
RHOQP3	ras homolog gene family, member Q pseudogene 3		284988	ENSG00000230756
RPL13AP13	ribosomal protein L13a pseudogene 13		402214	
GAPDHP65	glyceraldehyde 3 phosphate dehydrogenase pseudogene 65		389849	ENSG00000235587
IGKV6D-21	immunoglobulin kappa variable 6D-21 (non-functional)	IGKV6D21, A10	28870	ENSG00000225523
MFAP1P1	microfibrillar-associated protein 1 pseudogene 1		646755	ENSG00000232489
VNN2-AS1	VNN2 antisense RNA 1 (non-protein coding)			ENSG00000234484
PYCRL	pyrroline-5-carboxylate reductase-like	FLJ13852	65263	ENSG00000104524
IGLJ@	immunoglobulin lambda joining group	IGLJ	8217	
ASB10	ankyrin repeat and SOCS box containing 10		136371	ENSG00000146926
TRNAQ53P	transfer RNA glutamine 53 (anticodon CUG) pseudogene		100189538	
PDCD10	programmed cell death 10	TFAR15	11235	ENSG00000114209
ATP6V1G1P5	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1 pseudogene 5		100462840	
RPL4P2	ribosomal protein L4 pseudogene 2		646688	
LYVE1	lymphatic vessel endothelial hyaluronan receptor 1	LYVE-1	10894	ENSG00000133800
RNU7-52P	RNA, U7 small nuclear 52 pseudogene	U7.52	100151648	ENSG00000251981
ALPI	alkaline phosphatase, intestinal		248	ENSG00000163295
CDH9	cadherin 9, type 2 (T1-cadherin)		1007	ENSG00000113100
MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	MGC13090, MGC20149	4097	ENSG00000197063
KIF5C	kinesin family member 5C		3800	ENSG00000168280
GDA	guanine deaminase		9615	ENSG00000119125
KRT33B	keratin 33B	Ha-3II	3884	ENSG00000131738
RPL18AP12	ribosomal protein L18a pseudogene 12		100271604	
ACAP2-IT1	ACAP2 intronic transcript 1 (non-protein coding)			ENSG00000229325
RNU5F-7P	RNA, U5F small nuclear 7, pseudogene			ENSG00000200566
USP43	ubiquitin specific peptidase 43	FLJ30626	124739	ENSG00000154914
OR7A15P	olfactory receptor, family 7, subfamily A, member 15 pseudogene	OR19-134, OR19-1, OR19-146	26335	
PPIAL4F	peptidylprolyl isomerase A (cyclophilin A)-like 4F		728945	
RAB28	RAB28, member RAS oncogene family		9364	ENSG00000157869
MAN2C1	mannosidase, alpha, class 2C, member 1		4123	ENSG00000140400
LIPJ	lipase, family member J	bA425M17.2	142910	ENSG00000204022
PTP4A1P7	protein tyrosine phosphatase type IVA, member 1 pseudogene 7		100421681	ENSG00000237514
PRKACB	protein kinase, cAMP-dependent, catalytic, beta	PKACb	5567	ENSG00000142875
FBXW5	F-box and WD repeat domain containing 5	DKFZP434B205, MGC20962, Fbw5	54461	ENSG00000159069
HMGN1P25	high mobility group nucleosome binding domain 1 pseudogene 25		100507124	
RBMY2MP	RNA binding motif protein, Y-linked, family 2, member M pseudogene		140101	
RPL21P60	ribosomal protein L21 pseudogene 60		100271175	
CLIP1	CAP-GLY domain containing linker protein 1	CYLN1, CLIP170, CLIP, CLIP-170	6249	ENSG00000130779
FGR	Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog	c-fgr, p55c-fgr	2268	ENSG00000000938
FAM48B1	family with sequence similarity 48, member B1		100130302	
CKS1BP7	CDC28 protein kinase regulatory subunit 1B pseudogene 7		137529	ENSG00000254331
UBE2E4P	ubiquitin-conjugating enzyme E2E 4 pseudogene	UbcM2	286480	
FAM7A2	family with sequence similarity 7, member A2	D-X	100288380	
EPN2-AS1	EPN2 antisense RNA 1 (non-protein coding)			
C14orf144	chromosome 14 open reading frame 144		145195	ENSG00000228032
C9orf163	chromosome 9 open reading frame 163	FLJ36779	158055	ENSG00000196366
TGS1	trimethylguanosine synthase 1	PIMT	96764	ENSG00000137574
TRNAE9	transfer RNA glutamic acid 9 (anticodon CUC)		100189044	
SCAND3	SCAN domain containing 3	ZFP38-L, KIAA1925, FLJ31087	114821	
ZNF777	zinc finger protein 777	KIAA1285	27153	ENSG00000196453
RAC1P6	ras-related C3 botulinum toxin substrate 1 pseudogene 6		100422657	ENSG00000226962
SYT11	synaptotagmin XI	KIAA0080, MGC10881, MGC17226, DKFZp781D015	23208	ENSG00000132718
CDK1	cyclin-dependent kinase 1	CDC28A	983	ENSG00000170312
BMPER	BMP binding endothelial regulator	Cv2, CRIM3	168667	ENSG00000164619
BAP1	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase)	hucep-6, KIAA0272, UCHL2	8314	ENSG00000163930
OR8D1	olfactory receptor, family 8, subfamily D, member 1	OST004	283159	ENSG00000196341
GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)		8836	ENSG00000137563
OR8J2	olfactory receptor, family 8, subfamily J, member 2 (gene/pseudogene)		81169	ENSG00000254658
RPS10	ribosomal protein S10	MGC88819, S10	6204	ENSG00000124614
RPIA	ribose 5-phosphate isomerase A		22934	ENSG00000153574
SUPT6H	suppressor of Ty 6 homolog (S. cerevisiae)	KIAA0162, SPT6H	6830	ENSG00000109111
RPP21	ribonuclease P/MRP 21kDa subunit	FLJ22638, Em:AB014085.3	79897	
ALDH1L1-AS1	ALDH1L1 antisense RNA 1 (non-protein coding)			ENSG00000250218
GGT8P	gamma-glutamyltransferase 8 pseudogene	FLJ31276	645367	ENSG00000236969
MIR95	microRNA 95	hsa-mir-95	407052	ENSG00000207807
MYL5	myosin, light chain 5, regulatory		4636	ENSG00000215375
MTMR12	myotubularin related protein 12	3-PAP, FLJ20476, KIAA1682, 3PAP	54545	ENSG00000150712
WDR6	WD repeat domain 6		11180	ENSG00000178252
MTND2P26	MT-ND2 pseudogene 26			ENSG00000254565
NSD1	nuclear receptor binding SET domain protein 1	ARA267, FLJ22263, KMT3B	64324	ENSG00000165671
PGM2	phosphoglucomutase 2	FLJ10983	55276	ENSG00000169299
KIAA0125	KIAA0125		9834	
C8orf46	chromosome 8 open reading frame 46	MGC33510	254778	ENSG00000169085
CNRIP1	cannabinoid receptor interacting protein 1	DKFZP566K1924, CRIP1, CRIP1a, CRIP1b	25927	ENSG00000119865
VAX1	ventral anterior homeobox 1		11023	ENSG00000148704
LIMS3	LIM and senescent cell antigen-like domains 3		96626	ENSG00000240428
TRMT2B-AS1	TRMT2B antisense RNA 1 (non-protein coding)			ENSG00000225839
FAM3C2	family with sequence similarity 3, member C2 (pseudogene)		286460	ENSG00000174028
VDAC1P8	voltage-dependent anion channel 1 pseudogene 8		100310840	
NIPBL	Nipped-B homolog (Drosophila)	IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2	25836	ENSG00000164190
SNORD22	small nucleolar RNA, C/D box 22	U22	9304	ENSG00000207487
RPL22P22	ribosomal protein L22 pseudogene 22		100130922	
ITIH5	inter-alpha-trypsin inhibitor heavy chain family, member 5	MGC10848	80760	ENSG00000123243
YRDCP3	yrdC domain containing (E. coli) pseudogene 3			ENSG00000230859
UBXN7	UBX domain protein 7	KIAA0794	26043	ENSG00000163960
OR9A2	olfactory receptor, family 9, subfamily A, member 2		135924	ENSG00000179468
CTPS	CTP synthase		1503	ENSG00000171793
CCDC39	coiled-coil domain containing 39	DKFZp434A128	339829	ENSG00000145075
DPP7	dipeptidyl-peptidase 7	DPPII	29952	ENSG00000176978
TYSND1	trypsin domain containing 1	MGC34695, NET41	219743	ENSG00000156521
AP1AR	adaptor-related protein complex 1 associated regulatory protein	PRO0971, 2C18, gamma-BAR	55435	ENSG00000138660
GRAMD1A	GRAM domain containing 1A	FLJ90346	57655	ENSG00000089351
GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)		2796	ENSG00000147437
RPL8P2	ribosomal protein L8 pseudogene 2		100128766	ENSG00000225267
C16orf88	chromosome 16 open reading frame 88	101F10.1, FAM191A	400506	ENSG00000103550
LINC00256A	long intergenic non-protein coding RNA 256A	DKFZp686A0127	286333	ENSG00000231528
RPL21P112	ribosomal protein L21 pseudogene 112		100270753	ENSG00000237924
KIR2DL2	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 2	cl-43, nkat6, CD158B1, CD158k	3803	ENSG00000215764
MIR4692	microRNA 4692	hsa-mir-4692	100616410	
PITX2	paired-like homeodomain 2	IGDS, RS, Brx1, Otlx2, ARP1	5308	ENSG00000164093
ZNF736P11Y	zinc finger protein 736 pseudogene 11, Y-linked		100419730	ENSG00000215537
NAA11	N(alpha)-acetyltransferase 11, NatA catalytic subunit	ARD2, hARD2	84779	ENSG00000156269
TRNAC15	transfer RNA cysteine 15 (anticodon GCA)		100189194	
TRNAP3	transfer RNA proline 3 (anticodon UGG)		7219	
RIPK4	receptor-interacting serine-threonine kinase 4	DIK, ANKK2, RIP4, PKK	54101	ENSG00000183421
FABP5P1	fatty acid binding protein 5 pseudogene 1	FABP5	387934	ENSG00000236972
RASGEF1B	RasGEF domain family, member 1B	GPIG4, FLJ31695	153020	ENSG00000138670
NAALAD2	N-acetylated alpha-linked acidic dipeptidase 2	NAALADASE2, NAADALASE2, GPCIII	10003	ENSG00000077616
PIRC88	piwi-interacting RNA cluster 88		100313894	
NEFHP1	neurofilament, heavy polypeptide pseudogene 1		339396	ENSG00000223489
APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	ARCD1, ARP1	10930	ENSG00000124701
HIGD1AP18	HIG1 hypoxia inducible domain family, member 1A pseudogene 18			
CD79B	CD79b molecule, immunoglobulin-associated beta	B29	974	ENSG00000007312
NME1-NME2	NME1-NME2 readthrough	NM23-LV, NMELV	654364	ENSG00000243678
SERPING1	serpin peptidase inhibitor, clade G (C1 inhibitor), member 1	C1IN, C1-INH, HAE1, HAE2	710	ENSG00000149131
MIR507	microRNA 507	hsa-mir-507	574512	ENSG00000207969
RPSAP25	ribosomal protein SA pseudogene 25		129841	
PLEKHF1	pleckstrin homology domain containing, family F (with FYVE domain) member 1	APPD, MGC4090, PHAFIN1, ZFYVE15	79156	ENSG00000166289
ARL3	ADP-ribosylation factor-like 3	ARFL3	403	ENSG00000138175
SEPT4	septin 4	H5, CE5B3, hucep-7, ARTS, hCDCREL-2, MART	5414	ENSG00000108387
FRA18C	fragile site, aphidicolin type, common, fra(18)(q22.2)		116710	
OR6X1	olfactory receptor, family 6, subfamily X, member 1		390260	ENSG00000221931
GP9	glycoprotein IX (platelet)	CD42a, GPIX	2815	ENSG00000169704
PGBD1	piggyBac transposable element derived 1	HUCEP-4, dJ874C20.4, SCAND4	84547	ENSG00000137338
RPL39P31	ribosomal protein L39 pseudogene 31		100271525	
MIR3074	microRNA 3074	hsa-mir-3074	100422842	
FAM36B	family with sequence similarity 36, member B (pseudogene)	bA119F7.2	414247	
VWC2	von Willebrand factor C domain containing 2	PSST739, UNQ739	375567	ENSG00000188730
YEATS4	YEATS domain containing 4	NuBI-1, GAS41, YAF9	8089	ENSG00000127337
SPATA4	spermatogenesis associated 4	TSARG2, SPEF1B	132851	ENSG00000150628
TMEM182	transmembrane protein 182	FLJ30294	130827	ENSG00000170417
ST13P22	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 22			
SLC2A14	solute carrier family 2 (facilitated glucose transporter), member 14	GLUT14	144195	ENSG00000173262
PSORS7	psoriasis susceptibility 7		65245	
OR5B10P	olfactory receptor, family 5, subfamily B, member 10 pseudogene	OR13-67, OR13-34, OR13-64	390186	
BZW1P1	basic leucine zipper and W2 domains 1 pseudogene 1		391592	ENSG00000236686
DYNLT3	dynein, light chain, Tctex-type 3	TCTEX1L	6990	ENSG00000165169
LGI1	leucine-rich, glioma inactivated 1	IB1099, ETL1, EPITEMPIN	9211	ENSG00000108231
IER3IP1	immediate early response 3 interacting protein 1		51124	ENSG00000134049
C17orf76-AS1	C17orf76 antisense RNA 1 (non-protein coding)	MGC40157	125144	ENSG00000175061
PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	CPI17-like, NY-BR-81, KEPI	81706	ENSG00000198729
MRX72	mental retardation, X-linked 72		23695	
WWC1	WW and C2 domain containing 1	KIBRA, KIAA0869	23286	ENSG00000113645
TRAF7	TNF receptor-associated factor 7	RNF119, DKFZp586I021, MGC7807	84231	ENSG00000131653
CXorf21	chromosome X open reading frame 21	FLJ11577	80231	ENSG00000120280
OR2U1P	olfactory receptor, family 2, subfamily U, member 1 pseudogene	hs6M1-24	26695	
TYRO3	TYRO3 protein tyrosine kinase	Dtk, Brt, Tif, Sky	7301	ENSG00000092445
MTCO2P3	MT-CO2 pseudogene 3			ENSG00000230009
ALPPL2	alkaline phosphatase, placental-like 2		251	ENSG00000163286
FZD3	frizzled family receptor 3		7976	ENSG00000104290
FGF14-AS1	FGF14 antisense RNA 1 (non-protein coding)			ENSG00000234445
C15orf60	chromosome 15 open reading frame 60	LOC283677, FLJ27520, FLJ36860, FLJ44083	283677	ENSG00000183324
